filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,name,id,uuid
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,57ed0f89226dff0001579c05,PROLIFIC,24-May-2020 12:09:55,424,17423,"""{\""21\"":{\""answer\"":false}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),144618,94c4c6cb-0631-48d0-a502-d98654d4d154
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5a7622caf49c9a0001f2f7a8,PROLIFIC,24-May-2020 12:18:10,424,17423,"""{\""19\"":{\""answer\"":true}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),145140,e785e8ac-086a-4e00-80ba-1a4986b943be
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5c7515e980f4f000124d2e36,PROLIFIC,24-May-2020 12:13:46,424,17423,"""{\""56\"":{\""answer\"":true}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),144854,bd933dd7-0199-45b0-ac3c-da178363bce5
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5ca924edb570ed0001d22047,PROLIFIC,24-May-2020 12:28:00,424,17423,"""{\""56\"":{\""answer\"":false}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),145905,2aa6bee9-9d5e-48e4-ba97-5457f2e0ee71
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5d51e1e3d255270001a28fbb,PROLIFIC,24-May-2020 12:19:43,424,17423,"""{\""25\"":{\""answer\"":false}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),145256,d1526c8a-5326-4800-b8aa-a65dc07df60f
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5d8e45a7d89bf800136c78e1,PROLIFIC,24-May-2020 12:23:37,424,17423,"""{\""29\"":{\""answer\"":false}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),145589,24eea61b-eeca-49bb-af8a-1a733bec3922
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5dc57803c19a5c3e7ae8f683,PROLIFIC,24-May-2020 12:34:19,424,17423,"""{\""61\"":{\""answer\"":true}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),146150,0511d68b-3305-49f0-9e3b-9604332c5cd9
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5e7bb30e3f9fe31d223a0f04,PROLIFIC,24-May-2020 12:28:13,424,17423,"""{\""60\"":{\""answer\"":false}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),145917,aab9c3cf-f464-489e-9492-6a5a77de78ba
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5e87a4fd29d9ca41d4d2a073,PROLIFIC,24-May-2020 11:52:32,424,17423,"""{\""28\"":{\""answer\"":false}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),144055,ded181b5-b713-48d0-84a2-6fa514c95213
qu70-s_qu70-batch94.csv,,NOT AVAILABLE,NOT AVAILABLE,5e8a03c98707ab000b65f3bb,PROLIFIC,24-May-2020 12:13:01,424,17423,"""{\""10\"":{\""answer\"":true}}""",c0a88138-3501-4d37-8355-b233d4a39efc,``Fly'' is one for the first things which come to mind when I hear ``crane' because flying is one of the typical movements of (a/an) crane'.,``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.,``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.,4,1,https://app.prolific.co/submissions/complete?cc=503E3F3A,typical_of_concept-fly-crane,Agree or disagree (run4-experiment2-batch94-70-70),144796,40e9fd3d-e904-4478-ac25-adbdb64433a0
