filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5b281303007d870001c7f24a,PROLIFIC,04-Dec-2019 17:21:02,109,4121,"""{\""20\"":{\""answer\"":true}}""",d5dd9e28-12a0-11ea-b098-acde48001122,(A/An) ashtray can be either round or a wide range of other options like round. ,(A/An) t-shirt can be either white or a wide range of other options like white. ,(A/An) carrot can be either orange or a wide range of other options like orange. ,1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21515,variability_open-round-ashtray,0b88989f-e102-47c5-be9d-06867ab451fa
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c097af754deae0001ac6534,PROLIFIC,04-Dec-2019 17:21:15,109,4121,"""{\""38\"":{\""answer\"":true}}""",d5dd9e28-12a0-11ea-b098-acde48001122,(A/An) ashtray can be either round or a wide range of other options like round. ,(A/An) t-shirt can be either white or a wide range of other options like white. ,(A/An) carrot can be either orange or a wide range of other options like orange. ,1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21533,variability_open-round-ashtray,61fe7f9b-3639-4359-87b8-69221321f849
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5cfa90ccd128950001311ed0,PROLIFIC,04-Dec-2019 17:23:30,109,4121,"""{\""20\"":{\""answer\"":true}}""",d5dd9e28-12a0-11ea-b098-acde48001122,(A/An) ashtray can be either round or a wide range of other options like round. ,(A/An) t-shirt can be either white or a wide range of other options like white. ,(A/An) carrot can be either orange or a wide range of other options like orange. ,1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21680,variability_open-round-ashtray,1f6852ac-cc2d-4c9d-9b70-7588e54bbea0
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d598dff48766d0001949fb6,PROLIFIC,04-Dec-2019 17:20:18,109,4121,"""{\""13\"":{\""answer\"":false}}""",d5dd9e28-12a0-11ea-b098-acde48001122,(A/An) ashtray can be either round or a wide range of other options like round. ,(A/An) t-shirt can be either white or a wide range of other options like white. ,(A/An) carrot can be either orange or a wide range of other options like orange. ,1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21461,variability_open-round-ashtray,3c9f2169-8b2d-4fd8-8955-2e9d38b5a53a
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de6e6eda63c7b6655e3eb3b,PROLIFIC,04-Dec-2019 17:26:37,109,4121,"""{\""26\"":{\""answer\"":false}}""",d5dd9e28-12a0-11ea-b098-acde48001122,(A/An) ashtray can be either round or a wide range of other options like round. ,(A/An) t-shirt can be either white or a wide range of other options like white. ,(A/An) carrot can be either orange or a wide range of other options like orange. ,1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21785,variability_open-round-ashtray,79cccc4e-1c22-4ecc-a9ae-c7cd74e4d60c
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5b281303007d870001c7f24a,PROLIFIC,04-Dec-2019 17:29:11,109,4122,"""{\""67\"":{\""answer\"":true}}""",d4e19fc4-12a0-11ea-b098-acde48001122,"""(A/An) recorder is red” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21871,creative-red-recorder,f0e6b84a-d44e-4212-88a9-4b52691c510b
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c097af754deae0001ac6534,PROLIFIC,04-Dec-2019 17:19:56,109,4122,"""{\""26\"":{\""answer\"":false}}""",d4e19fc4-12a0-11ea-b098-acde48001122,"""(A/An) recorder is red” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21433,creative-red-recorder,7ba3bf3a-31f6-4659-bbe5-7df01979e91d
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5cfa90ccd128950001311ed0,PROLIFIC,04-Dec-2019 17:19:45,109,4122,"""{\""0\"":{\""answer\"":true}}""",d4e19fc4-12a0-11ea-b098-acde48001122,"""(A/An) recorder is red” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21417,creative-red-recorder,5985aa5a-b6a5-468f-858f-01950c66e59f
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d598dff48766d0001949fb6,PROLIFIC,04-Dec-2019 17:21:22,109,4122,"""{\""30\"":{\""answer\"":false}}""",d4e19fc4-12a0-11ea-b098-acde48001122,"""(A/An) recorder is red” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21542,creative-red-recorder,18337edd-b9ae-4021-96e8-e83d6aff1bed
qu70-s_qu70-batch36.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de6e6eda63c7b6655e3eb3b,PROLIFIC,04-Dec-2019 17:33:21,109,4122,"""{\""75\"":{\""answer\"":false}}""",d4e19fc4-12a0-11ea-b098-acde48001122,"""(A/An) recorder is red” could be said figuratively or creatively. ","""(A/An) anger is hot” could be said figuratively or creatively. 
""(A/An) person is cold” could be said figuratively or creatively. 
""(A/An) story is dark” could be said figuratively or creatively. ","""(A/An) fire is hot” could be said figuratively or creatively. 
""(A/An) stone is heavy” could be said figuratively or creatively. 
""(A/An) argument is liquid” could be said figuratively or creatively. ",1,1,https://app.prolific.co/submissions/complete?cc=40F42CCE,21914,creative-red-recorder,2c38c70a-af08-42b0-a8c0-e696bc433b60
