filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,id,uuid
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,59c1a5c0e3a73b00011a89ca,PROLIFIC,27-Mar-2020 16:39:08,192,7282,"""{\""65\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46626,3d9a8243-b8f2-412e-9707-3fb300e01434
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5ba4f45c4286a00001ea457f,PROLIFIC,27-Mar-2020 16:32:36,192,7282,"""{\""12\"":{\""answer\"":false}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46017,2901ee1b-1fd8-4dc6-9977-a8a7dea45b55
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5bd6f3369c5d1f000195e70c,PROLIFIC,27-Mar-2020 16:53:42,192,7282,"""{\""67\"":{\""answer\"":false}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,47649,e8993563-6718-48f9-8659-bfd8881e545c
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5bf192725431290001de4ba3,PROLIFIC,27-Mar-2020 16:40:06,192,7282,"""{\""64\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46756,5d078c58-09bf-422c-ac98-a92f882d7732
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5c4dbcba620ba700010c3c67,PROLIFIC,27-Mar-2020 16:31:59,192,7282,"""{\""44\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,45975,6f21a37b-4c59-4fcd-8182-74b4c9371a07
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5cf001a0a076ab0019d9319d,PROLIFIC,27-Mar-2020 16:31:47,192,7282,"""{\""41\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,45963,ed1931f2-0dc5-4b7e-a02f-9e6ec6a3e6b4
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5d15f6ad8078020001aa614a,PROLIFIC,27-Mar-2020 16:36:49,192,7282,"""{\""56\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46327,0f06eb3d-f2af-4ae8-98ab-8d3f67d1f173
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5d20e6639825ad00188bd75e,PROLIFIC,27-Mar-2020 16:34:35,192,7282,"""{\""27\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46147,92aa6fd7-1302-4e35-a804-d9098352d651
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5e52b50589d7ad2d4f171dfc,PROLIFIC,27-Mar-2020 16:39:48,192,7282,"""{\""8\"":{\""answer\"":false}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46709,ee3b8157-ca79-46bb-b5d4-3ba0a4e7ff74
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,5e6500c3819b9d279c050de2,PROLIFIC,27-Mar-2020 16:43:24,192,7282,"""{\""9\"":{\""answer\"":true}}""",b69462c0-651d-11ea-824c-acde48001122,You can find (a/an) syrup which is red. Red is one of many possible colors (a/an) syrup can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,variability_open-red-syrup,46960,8efd9e2a-8222-465f-858a-f1d1d2d0b47e
qu70-s_qu70-batch22.csv,,NOT AVAILABLE,NOT AVAILABLE,59c1a5c0e3a73b00011a89ca,PROLIFIC,27-Mar-2020 16:32:19,192,7283,"""{\""23\"":{\""answer\"":true}}""",b84b7338-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) dough does or is used for. ,I know that being cold is necessary for many things (a/an) ice does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=695FEB3F,affording_activity-round-dough,45995,9645adab-2835-4cc7-b149-d93b3ea01cf9
