filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,id,uuid
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5b222aff59f9620001c109cb,PROLIFIC,24-Mar-2020 19:23:39,186,6823,"""{\""69\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41903,3122c7fd-a4a7-4ba0-99ae-eea6eab534a4
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5c62a91524035400014b69dc,PROLIFIC,24-Mar-2020 18:30:06,186,6823,"""{\""43\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41208,32b90bdb-c955-4b6c-97cf-462d89a8c699
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5c67338e7d17f800013f6176,PROLIFIC,24-Mar-2020 18:26:20,186,6823,"""{\""55\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,40748,4aebe20f-cad6-4e53-9d1c-b827cf942851
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5c688d8e9b80050001708a14,PROLIFIC,24-Mar-2020 18:28:28,186,6823,"""{\""34\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41029,efc5e660-70de-4da9-8ab2-674f62017932
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5cb62e72ebe8a50001a9b7c8,PROLIFIC,24-Mar-2020 18:28:59,186,6823,"""{\""56\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41088,f64421aa-0250-46ab-ae5b-616801ae6b58
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5d51e1e3d255270001a28fbb,PROLIFIC,24-Mar-2020 18:35:32,186,6823,"""{\""74\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41618,30141a52-6ed7-4222-8576-2be599c470df
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5dd7abaaaf16d3746667182c,PROLIFIC,24-Mar-2020 18:28:45,186,6823,"""{\""11\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41066,6e44f147-ee18-41d3-8d08-9e401bac3ba2
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5e38196845318801d994744c,PROLIFIC,24-Mar-2020 18:38:36,186,6823,"""{\""56\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41707,a646296b-7c3a-42d5-bff5-c3f28cf516d5
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5e4b00acecbca8011a7319c1,PROLIFIC,24-Mar-2020 18:26:15,186,6823,"""{\""16\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,40738,cbaa3b96-a570-4dc2-a228-15610cd57928
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5e7814be6d5b63393cc67998,PROLIFIC,24-Mar-2020 18:31:26,186,6823,"""{\""15\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41337,3cd806d5-dfd6-430a-bec8-e6dd1a2ce457
