filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,id,uuid
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5b222aff59f9620001c109cb,PROLIFIC,24-Mar-2020 19:23:39,186,6823,"""{\""69\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41903,594583e3-48bc-4e7d-b563-990b0b8f0945
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5c62a91524035400014b69dc,PROLIFIC,24-Mar-2020 18:30:06,186,6823,"""{\""43\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41208,68e1c8e6-52db-4733-a53e-fb86b696e201
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5c67338e7d17f800013f6176,PROLIFIC,24-Mar-2020 18:26:20,186,6823,"""{\""55\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,40748,d11a8e8b-cba2-41c5-b041-bf0d3d0ccd85
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5c688d8e9b80050001708a14,PROLIFIC,24-Mar-2020 18:28:28,186,6823,"""{\""34\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41029,c4cb6944-d3be-47fb-a1a6-2b9fb3bcf0ea
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5cb62e72ebe8a50001a9b7c8,PROLIFIC,24-Mar-2020 18:28:59,186,6823,"""{\""56\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41088,50d44414-c263-4fb8-84dd-62abd0dc2200
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5d51e1e3d255270001a28fbb,PROLIFIC,24-Mar-2020 18:35:32,186,6823,"""{\""74\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41618,81d21e8b-6bd5-4513-9a2e-b9af0a5f6087
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5dd7abaaaf16d3746667182c,PROLIFIC,24-Mar-2020 18:28:45,186,6823,"""{\""11\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41066,29217b86-8c3a-4b5d-b488-6010ebaff59f
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5e38196845318801d994744c,PROLIFIC,24-Mar-2020 18:38:36,186,6823,"""{\""56\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41707,5c0c9757-1fb0-4fa8-8da7-cf55283e9594
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5e4b00acecbca8011a7319c1,PROLIFIC,24-Mar-2020 18:26:15,186,6823,"""{\""16\"":{\""answer\"":true}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,40738,a4edc737-976f-4fa5-958e-485f53096581
qu70-s_qu70-batch16.csv,,NOT AVAILABLE,NOT AVAILABLE,5e7814be6d5b63393cc67998,PROLIFIC,24-Mar-2020 18:31:26,186,6823,"""{\""15\"":{\""answer\"":false}}""",b668ad4c-651d-11ea-824c-acde48001122,"Usually, (a/an) elm is not red, but there could be a highly unusual situation in which (a/an) elm is red.","Usually, (a/an) rose is not blue, but there could be a highly unusual situation in which (a/an) rose is blue.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=342A4C65,unusual-red-elm,41337,bafa44d8-f4a4-4797-8fbc-2b99842da2e0
